id_aluno,ano,defasagem,inde,ida,ieg,iaa_val,iaa_recusa,ips,ipp,ipv,fase,idade,tempo_vinculo,d_inde,d_ieg,d_ida,d_ipv,genero,tipo_instituicao,alvo_defasagem_t1
1031,2023,-1.0,7.0602,5.9,8.8,8.0,0.0,7.52,6.666666667,7.006666667,1.0,10.0,0,,,,,Masc,Pública,True
1032,2023,-1.0,7.434033333,6.0,9.5,8.5,0.0,7.52,7.291666667,7.563333333,1.0,10.0,0,,,,,Masc,Pública,True
1034,2023,-1.0,7.9642,8.3,9.0,7.5,0.0,7.52,8.333333333,8.393333333,1.0,10.0,0,,,,,Masc,Pública,False
1035,2023,0.0,6.888833333,5.8,8.3,,1.0,7.52,7.708333333,7.78,1.0,9.0,0,,,,,Masc,Pública,True
1036,2023,-1.0,6.970583333,8.0,9.6,,1.0,3.77,9.0625,8.336666667,1.0,11.0,0,,,,,Fem,Pública,False
1038,2023,-1.0,7.736825,6.5,9.3,8.0,0.0,7.52,8.90625,8.17,1.0,10.0,0,,,,,Fem,Privada,False
1039,2023,-2.0,7.686033333,6.2,9.9,8.0,0.0,7.52,8.125,8.056666667,1.0,12.0,0,,,,,Masc,Pública,True
104,2022,-4.0,6.315,3.7,8.7,7.9,0.0,7.5,7.034000000000011,6.708,4.0,18.0,0,,,,,Masc,Pública,True
1040,2023,-1.0,7.81545,6.6,9.3,10.0,0.0,7.52,7.8125,8.06,1.0,12.0,0,,,,,Masc,Pública,True
1043,2023,-1.0,6.5447,2.5,7.9,10.0,0.0,6.27,7.708333333,7.833333333,1.0,10.0,0,,,,,Masc,Pública,True
1044,2023,-1.0,7.629533333,6.1,9.7,8.0,0.0,7.52,7.5,8.336666667,1.0,10.0,0,,,,,Fem,Pública,False
1048,2023,-1.0,7.811366667,8.2,9.5,8.5,0.0,3.77,8.541666667,8.5,1.0,10.0,0,,,,,Fem,Privada,False
1049,2023,-1.0,7.443366667,6.3,7.7,10.0,0.0,7.52,8.125,7.943333333,1.0,10.0,0,,,,,Masc,Pública,True
1052,2023,0.0,6.960333333,5.3,9.0,,1.0,7.52,7.916666667,7.833333333,1.0,9.0,0,,,,,Masc,Pública,True
1054,2023,-2.0,7.459533333,6.6,8.6,8.5,0.0,7.52,7.5,7.836666667,1.0,13.0,0,,,,,Masc,Pública,True
1055,2023,-1.0,5.9765,5.5,7.2,,1.0,7.52,7.291666667,7.276666667,1.0,11.0,0,,,,,Masc,Pública,True
1056,2023,0.0,8.551741667,8.1,9.6,8.5,0.0,7.52,7.96875,8.113333333,1.0,9.0,0,,,,,Masc,Pública,True
1057,2023,0.0,8.4827,6.3,10.0,10.0,0.0,7.52,8.125,8.34,1.0,9.0,0,,,,,Fem,Pública,True
1058,2023,0.0,7.356533333,5.4,8.7,10.0,0.0,3.14,7.083333333,7.62,1.0,9.0,0,,,,,Fem,Pública,True
1059,2023,-1.0,7.763741667,7.6,9.8,10.0,0.0,2.52,7.96875,8.673333333,1.0,10.0,0,,,,,Masc,Pública,False
106,2022,-1.0,7.973,7.4,8.0,9.2,0.0,9.4,8.579999999999997,8.375,4.0,15.0,6,,,,,Fem,Privada,False
106,2023,0.0,7.769658333,7.3,9.1,7.9,0.0,5.0,7.03125,7.5075,5.0,16.0,7,-0.20334166700000011,1.0999999999999996,-0.10000000000000053,-0.8674999999999997,Fem,Privada,False
1060,2023,-1.0,7.095741667,5.7,8.6,9.0,0.0,3.14,7.96875,8.673333333,1.0,11.0,0,,,,,Masc,Pública,False
1061,2023,-1.0,8.196533333,9.3,9.7,9.5,0.0,3.14,8.75,8.836666667,1.0,10.0,0,,,,,Masc,Pública,False
1062,2023,0.0,7.448841667,6.2,7.7,7.4,0.0,3.77,8.59375,8.503333333,1.0,9.0,0,,,,,Masc,Pública,True
1063,2023,-1.0,7.490825,5.9,9.5,9.5,0.0,7.52,6.40625,7.89,1.0,11.0,0,,,,,Masc,Privada,True
1064,2023,-1.0,8.4777,8.6,9.8,8.5,0.0,7.52,9.375,8.84,1.0,10.0,0,,,,,Masc,Pública,False
1065,2023,-1.0,8.03395,7.0,9.6,8.5,0.0,7.52,8.4375,8.84,1.0,10.0,0,,,,,Fem,Pública,False
1066,2023,-1.0,7.262616667,6.2,6.6,8.5,0.0,7.52,8.4375,8.783333333,1.0,10.0,0,,,,,Fem,Pública,False
1067,2023,-1.0,6.541458333,5.4,7.9,,1.0,7.52,8.28125,9.006666667,1.0,10.0,0,,,,,Masc,Pública,True
1068,2023,-1.0,8.472533333,9.0,9.3,8.5,0.0,6.89,9.166666667,9.283333333,1.0,10.0,0,,,,,Masc,Pública,False
1069,2023,-1.0,7.590033333,7.1,7.8,9.0,0.0,7.52,8.125,8.226666667,1.0,11.0,0,,,,,Masc,Pública,False
107,2022,-1.0,6.258,4.6,6.4,7.5,0.0,7.5,7.58,6.5,4.0,15.0,4,,,,,Fem,Pública,False
107,2023,0.0,6.845208333,7.0,8.5,,1.0,5.0,7.34375,7.5875,5.0,16.0,5,0.5872083330000004,2.0999999999999996,2.4000000000000004,1.0875000000000004,Fem,Pública,True
1070,2023,-1.0,6.939033333,5.8,7.8,9.0,0.0,3.14,7.708333333,8.67,1.0,11.0,0,,,,,Masc,Pública,True
1071,2023,-1.0,6.414033333,3.5,8.6,9.0,0.0,7.52,5.625,6.396666667,1.0,11.0,0,,,,,Masc,Pública,True
1072,2023,0.0,8.0152,6.7,8.6,9.0,0.0,5.0,8.125,8.7125,2.0,12.0,0,,,,,Masc,Pública,False
1073,2023,-1.0,6.384333333,6.2,8.8,,1.0,2.52,8.333333333,9.045,2.0,12.0,1,,,,,Fem,Pública,False
1075,2023,-1.0,6.591333333,5.5,9.6,,1.0,5.0,7.708333333,9.0025,2.0,13.0,0,,,,,Fem,Pública,True
1076,2023,-1.0,7.901033333,8.5,9.7,9.0,0.0,2.52,8.333333333,8.8775,2.0,12.0,2,,,,,Fem,Pública,False
1077,2023,0.0,7.2115,7.3,9.7,,1.0,2.52,8.75,8.4225,2.0,11.0,0,,,,,Masc,Pública,False
1079,2023,-1.0,6.916533333,7.6,8.1,9.0,0.0,2.52,7.083333333,7.13,2.0,13.0,0,,,,,Masc,Pública,False
108,2022,-3.0,5.547,5.0,7.7,4.6,0.0,5.0,5.720000000000001,6.125,4.0,17.0,3,,,,,Fem,Pública,True
1081,2023,-2.0,7.666033333,6.5,10.0,10.0,0.0,2.52,8.958333333,8.59,2.0,14.0,0,,,,,Fem,Pública,False
1082,2023,-1.0,7.1617,5.0,9.5,9.5,0.0,2.52,8.75,8.4225,2.0,12.0,0,,,,,Fem,Pública,True
1084,2023,0.0,7.9948,6.8,10.0,8.4,0.0,2.52,8.75,8.38,2.0,11.0,0,,,,,Fem,Pública,False
1087,2023,-1.0,7.2067,5.4,9.5,10.0,0.0,2.52,8.75,8.0475,2.0,12.0,0,,,,,Fem,Pública,False
1089,2023,0.0,7.9947,7.0,9.5,9.0,0.0,2.52,8.75,8.3375,2.0,11.0,0,,,,,Fem,Pública,False
109,2022,-2.0,8.512,8.4,10.0,8.8,0.0,8.8,8.386000000000013,8.667,4.0,16.0,1,,,,,Masc,Privada,True
1090,2023,-1.0,7.844033333,9.0,9.6,9.0,0.0,2.52,8.958333333,7.88,2.0,13.0,0,,,,,Masc,Pública,False
1093,2023,0.0,8.197533333,9.2,9.3,7.0,0.0,2.52,8.958333333,8.2975,2.0,11.0,0,,,,,Masc,Pública,False
1094,2023,0.0,8.1779,8.5,9.5,7.8,0.0,2.52,8.75,8.3375,2.0,12.0,0,,,,,Fem,Pública,False
1095,2023,-1.0,6.238,5.3,9.8,,1.0,2.52,8.75,8.005,2.0,13.0,0,,,,,Masc,Pública,False
1096,2023,0.0,8.615533333,9.6,9.9,9.5,0.0,2.52,8.958333333,8.0875,2.0,11.0,0,,,,,Fem,Pública,False
1097,2023,-2.0,6.9547,5.4,8.6,9.5,0.0,5.0,8.125,6.96,2.0,14.0,0,,,,,Masc,Pública,True
1098,2023,-1.0,7.2787,6.4,9.5,9.5,0.0,2.52,8.125,7.92,2.0,13.0,0,,,,,Fem,Pública,False
1099,2023,-1.0,7.113533333,5.2,9.6,9.0,0.0,2.52,8.333333333,8.34,2.0,13.0,0,,,,,Fem,Pública,False
110,2022,0.0,8.15,6.7,9.7,9.2,0.0,5.6,7.900000000000009,8.0,4.0,14.0,5,,,,,Masc,Privada,False
110,2023,0.0,8.0879,7.5,8.6,8.3,0.0,5.0,8.75,8.2975,5.0,15.0,6,-0.06210000000000093,-1.0999999999999996,0.7999999999999998,0.29749999999999943,Masc,Privada,False
1100,2023,0.0,8.261033333,7.1,9.2,10.0,0.0,5.0,8.541666667,8.283333333,2.0,11.0,0,,,,,Masc,Pública,False
1102,2023,0.0,8.123033333,7.5,9.5,9.5,0.0,5.0,7.708333333,7.56,2.0,11.0,0,,,,,Masc,Pública,False
1103,2023,0.0,7.574866667,5.0,8.7,9.0,0.0,5.0,8.333333333,8.006666667,2.0,11.0,0,,,,,Masc,Pública,False
1106,2023,-1.0,7.1642,5.1,9.3,8.5,0.0,5.0,8.333333333,8.003333333,2.0,12.0,0,,,,,Masc,Pública,False
1107,2023,-1.0,7.9327,7.5,9.4,9.0,0.0,5.0,8.958333333,8.783333333,2.0,13.0,0,,,,,Fem,Pública,False
1108,2023,-1.0,6.310833333,4.7,9.3,,1.0,5.0,8.541666667,8.283333333,2.0,13.0,0,,,,,Masc,Pública,False
111,2022,1.0,8.646,8.0,9.4,7.5,0.0,8.1,8.726000000000003,8.667,4.0,13.0,2,,,,,Fem,Privada,False
111,2023,1.0,7.566458333,6.0,8.7,7.5,0.0,5.0,7.65625,8.0875,5.0,14.0,3,-1.0795416670000009,-0.7000000000000011,-2.0,-0.5794999999999995,Fem,Privada,False
1111,2023,0.0,6.559166667,5.4,8.9,,1.0,2.52,8.125,8.173333333,2.0,11.0,0,,,,,Fem,Pública,False
1112,2023,-1.0,7.088866667,6.3,7.9,9.5,0.0,2.52,8.333333333,8.616666667,2.0,12.0,0,,,,,Masc,Pública,False
1114,2023,0.0,7.5667,4.9,9.8,8.5,0.0,2.52,8.125,8.56,2.0,12.0,0,,,,,Fem,Pública,False
1115,2023,0.0,6.474,4.0,8.3,,1.0,7.52,7.5,7.56,2.0,11.0,0,,,,,Fem,Pública,False
1116,2023,-1.0,6.956533333,4.9,9.2,9.5,0.0,5.0,7.083333333,7.39,2.0,14.0,0,,,,,Masc,Pública,True
1117,2023,0.0,8.382366667,7.3,9.6,9.0,0.0,7.52,7.708333333,7.946666667,2.0,11.0,0,,,,,Fem,Pública,False
1118,2023,-1.0,7.163833333,6.0,8.8,5.3,0.0,7.52,7.708333333,8.28,2.0,13.0,0,,,,,Fem,Pública,False
1119,2023,-1.0,7.192,5.9,9.7,7.3,0.0,3.77,7.708333333,8.453333333,2.0,13.0,0,,,,,Fem,Pública,True
112,2022,-1.0,7.836,8.5,7.8,7.9,0.0,6.3,8.893999999999993,8.833,4.0,15.0,6,,,,,Fem,Privada,True
112,2023,-1.0,7.141308333,7.4,8.1,6.7,0.0,5.0,7.96875,7.9225,5.0,16.0,7,-0.6946916670000007,0.2999999999999998,-1.0999999999999996,-0.9104999999999999,Fem,Privada,False
1121,2023,0.0,8.049,8.0,9.9,,1.0,6.26,8.75,9.84,2.0,11.0,0,,,,,Masc,Pública,False
1122,2023,0.0,7.3715,6.9,9.3,,1.0,6.89,7.291666667,8.616666667,2.0,11.0,0,,,,,Masc,Pública,False
1127,2023,0.0,8.3167,6.9,9.9,8.5,0.0,5.02,8.125,9.01,2.0,11.0,0,,,,,Fem,Pública,False
1129,2023,0.0,7.309333333,7.8,9.2,,1.0,6.27,7.916666667,7.503333333,2.0,11.0,0,,,,,Masc,Pública,False
1130,2023,0.0,8.0037,7.3,8.4,8.5,0.0,7.52,7.708333333,7.503333333,2.0,11.0,0,,,,,Masc,Pública,False
1131,2023,-1.0,8.316133333,9.1,9.9,7.9,0.0,5.02,8.75,9.286666667,2.0,12.0,0,,,,,Fem,Pública,False
1133,2023,0.0,8.600033333,6.5,10.0,9.5,0.0,6.27,8.541666667,9.343333333,2.0,10.0,0,,,,,Fem,Pública,False
1134,2023,0.0,7.769866667,6.8,9.7,8.0,0.0,3.76,7.916666667,7.56,2.0,12.0,0,,,,,Masc,Pública,False
1136,2023,-1.0,6.7351,6.6,8.1,6.8,0.0,2.52,8.333333333,7.723333333,2.0,14.0,0,,,,,Fem,Pública,True
1137,2023,0.0,8.743366667,6.5,9.8,9.5,0.0,6.27,9.375,9.843333333,2.0,10.0,0,,,,,Fem,Pública,False
1139,2023,0.0,7.6647,5.3,9.1,8.5,0.0,5.64,8.125,7.79,2.0,11.0,0,,,,,Masc,Pública,False
114,2022,-2.0,5.894,5.3,6.3,7.9,0.0,7.5,5.339999999999998,5.0,4.0,16.0,0,,,,,Masc,Pública,True
1140,2023,0.0,7.703533333,7.3,8.7,4.7,0.0,7.52,7.708333333,7.62,2.0,11.0,0,,,,,Fem,Pública,False
1141,2023,-1.0,7.2757,5.9,8.8,9.0,0.0,7.52,7.708333333,7.113333333,2.0,12.0,0,,,,,Fem,Pública,False
1142,2023,0.0,9.175033333,10.0,10.0,9.0,0.0,7.52,8.541666667,8.343333333,2.0,11.0,0,,,,,Fem,Pública,False
1143,2023,-2.0,6.445933333,5.3,7.0,8.8,0.0,6.26,7.5,6.2075,3.0,15.0,2,,,,,Fem,Pública,True
1146,2023,-1.0,6.689583333,3.7,8.8,9.6,0.0,6.26,7.1875,6.965,3.0,15.0,0,,,,,Fem,Pública,True
1147,2023,-1.0,7.072983333,6.7,8.3,8.3,0.0,6.26,7.1875,7.0075,3.0,14.0,0,,,,,Fem,Pública,True
1149,2023,-1.0,7.410108333,7.2,9.8,8.3,0.0,2.52,7.96875,8.1725,3.0,14.0,0,,,,,Fem,Pública,True
115,2022,-2.0,5.886,3.8,6.8,8.3,0.0,6.3,6.894,5.583,4.0,16.0,3,,,,,Fem,Pública,True
115,2023,-1.0,6.319141667,4.2,7.1,8.8,0.0,5.0,7.34375,7.215,5.0,17.0,4,0.4331416670000001,0.2999999999999998,0.40000000000000036,1.6319999999999997,Fem,Pública,True
1150,2023,-3.0,7.076008333,6.7,9.8,9.2,0.0,2.52,7.96875,7.835,3.0,16.0,0,,,,,Masc,Pública,True
1151,2023,0.0,7.829958333,8.3,9.5,7.5,0.0,2.52,7.65625,7.545,3.0,12.0,0,,,,,Fem,Pública,False
1153,2023,-1.0,7.968658333,7.2,10.0,7.9,0.0,7.52,7.65625,8.63,3.0,14.0,2,,,,,Fem,Pública,True
1154,2023,0.0,7.701125,5.1,9.3,9.6,0.0,5.63,7.65625,7.67,3.0,13.0,0,,,,,Masc,Pública,True
1155,2023,-1.0,7.821633333,8.0,9.2,9.2,0.0,5.63,7.5,8.2925,3.0,14.0,0,,,,,Fem,Pública,True
1156,2023,0.0,7.340775,5.3,9.2,8.3,0.0,2.52,7.96875,7.7925,3.0,12.0,0,,,,,Fem,Pública,False
1157,2023,-1.0,7.086633333,5.7,8.8,9.2,0.0,6.26,7.5,7.0025,3.0,14.0,0,,,,,Masc,Pública,True
116,2022,-2.0,6.854,5.9,8.1,5.8,0.0,6.3,7.855999999999996,7.792,4.0,16.0,3,,,,,Fem,Pública,True
116,2023,-2.0,6.433075,4.7,7.6,6.7,0.0,5.0,7.96875,7.5475,5.0,17.0,4,-0.42092500000000044,-0.5,-1.2000000000000002,-0.2444999999999995,Fem,Pública,True
1160,2023,0.0,6.636166667,2.7,8.7,9.6,0.0,2.52,6.875,7.2575,3.0,13.0,0,,,,,Masc,Pública,True
1162,2023,0.0,7.44215,6.0,8.5,8.3,0.0,3.77,7.8125,7.7525,3.0,14.0,0,,,,,Fem,Pública,False
1163,2023,-1.0,7.749391667,7.2,9.3,8.8,0.0,7.52,7.65625,7.75,3.0,14.0,0,,,,,Masc,Pública,False
1165,2023,0.0,7.880716667,7.3,9.1,9.2,0.0,5.0,7.1875,7.2925,3.0,12.0,0,,,,,Fem,Pública,False
1166,2023,-2.0,7.307858333,4.8,9.6,8.3,0.0,7.52,7.65625,7.9175,3.0,15.0,0,,,,,Fem,Pública,True
1168,2023,0.0,5.886625,3.5,8.8,,1.0,2.52,7.65625,7.045,3.0,13.0,0,,,,,Fem,Pública,True
1169,2023,-1.0,7.213625,6.3,9.5,7.5,0.0,5.0,7.03125,8.0025,3.0,14.0,0,,,,,Fem,Pública,True
1170,2023,-1.0,6.874683333,5.9,7.7,8.8,0.0,7.52,7.1875,6.5775,3.0,14.0,0,,,,,Masc,Pública,True
1171,2023,-1.0,7.856033333,8.7,8.4,7.9,0.0,5.0,8.75,8.88,3.0,14.0,0,,,,,Masc,Pública,True
1172,2023,-2.0,7.030108333,6.7,7.8,8.3,0.0,2.52,8.59375,8.46,4.0,16.0,0,,,,,Fem,Pública,True
1173,2023,0.0,7.67285,6.0,9.7,8.8,0.0,2.52,7.8125,8.1225,4.0,14.0,0,,,,,Masc,Pública,False
1174,2023,-1.0,7.333591667,6.8,8.7,9.2,0.0,2.52,8.90625,8.3375,4.0,15.0,0,,,,,Fem,Pública,False
1176,2023,1.0,8.881483333,8.2,9.3,8.3,0.0,7.52,9.6875,9.17,4.0,13.0,0,,,,,Masc,Pública,False
1177,2023,0.0,8.345491667,7.2,9.9,10.0,0.0,2.52,8.90625,8.88,4.0,15.0,0,,,,,Fem,Pública,False
1178,2023,-2.0,7.066475,5.7,9.3,8.8,0.0,2.52,7.96875,8.2125,4.0,16.0,0,,,,,Masc,Pública,True
1181,2023,0.0,6.971266667,4.8,8.3,8.8,0.0,2.52,7.5,7.3375,4.0,14.0,0,,,,,Fem,Pública,False
1184,2023,-2.0,7.381566667,7.3,8.3,8.3,0.0,5.0,8.125,8.045,4.0,16.0,0,,,,,Masc,Pública,True
119,2022,0.0,7.501,5.4,8.2,8.3,0.0,5.6,8.160000000000007,7.875,4.0,14.0,6,,,,,Fem,Privada,False
1193,2023,0.0,6.018083333,4.1,7.8,,1.0,5.0,7.1875,7.13,4.0,14.0,0,,,,,Fem,Pública,True
1195,2023,-3.0,5.677291667,5.4,8.3,,1.0,2.52,8.28125,8.0025,4.0,17.0,1,,,,,Fem,Pública,True
1198,2023,-1.0,7.515233333,6.7,9.4,8.3,0.0,6.26,7.5,7.9625,5.0,16.0,0,,,,,Fem,Pública,True
1199,2023,-2.0,7.024933333,6.2,9.1,6.7,0.0,5.0,6.875,8.0875,5.0,17.0,0,,,,,Masc,Pública,True
12,2022,0.0,4.832,1.5,4.0,,1.0,6.9,7.641999999999998,6.389,7.0,17.0,2,,,,,Fem,Pública,False
1200,2023,0.0,5.711166667,4.0,6.4,,1.0,5.0,7.5,6.8725,5.0,16.0,0,,,,,Fem,Pública,True
1201,2023,0.0,8.378008333,7.8,9.6,9.2,0.0,3.77,8.59375,8.7575,5.0,15.0,0,,,,,Masc,Pública,True
1203,2023,-1.0,7.487841667,7.2,10.0,9.2,0.0,2.52,7.96875,7.8775,5.0,16.0,0,,,,,Fem,Pública,False
1207,2023,0.0,7.58235,5.5,9.0,8.8,0.0,5.0,7.8125,7.63,5.0,15.0,0,,,,,Fem,Pública,True
121,2022,-2.0,7.245,7.2,8.4,7.1,0.0,6.3,7.599999999999998,7.625,4.0,16.0,1,,,,,Fem,Pública,True
121,2023,-1.0,6.811875,6.0,8.8,6.3,0.0,5.0,7.34375,7.4625,5.0,17.0,2,-0.4331250000000004,0.40000000000000036,-1.2000000000000002,-0.16249999999999964,Fem,Pública,True
1210,2023,-1.0,7.171083333,4.7,9.4,9.6,0.0,5.0,7.8125,8.09,5.0,16.0,0,,,,,Fem,Pública,False
1214,2023,0.0,8.378666667,7.4,9.8,9.6,0.0,6.89,7.5,7.6725,6.0,16.0,0,,,,,Masc,Pública,False
1216,2023,-2.0,7.7105,7.9,9.0,9.6,0.0,5.63,7.5,7.795,6.0,19.0,0,,,,,Fem,,False
1220,2023,-1.0,6.46725,6.8,9.0,,1.0,5.0,7.8125,7.63,6.0,18.0,0,,,,,Fem,Pública,True
1221,2023,-1.0,8.027466667,8.7,9.1,9.2,0.0,6.26,8.0,8.09,7.0,22.0,0,,,,,Fem,,False
1224,2023,-1.0,7.5524,8.0,9.4,8.3,0.0,5.0,7.125,7.6325,7.0,20.0,0,,,,,Masc,,False
123,2022,-2.0,7.084,6.5,8.6,7.9,0.0,5.6,7.555999999999994,7.292,4.0,16.0,5,,,,,Masc,Privada,True
123,2023,-2.0,6.068333333,5.7,9.4,,1.0,5.0,6.875,6.8375,5.0,17.0,6,-1.0156666669999996,0.8000000000000007,-0.7999999999999998,-0.45449999999999946,Masc,Privada,True
125,2022,-1.0,7.619,7.1,8.5,8.8,0.0,7.5,8.19,7.75,4.0,15.0,0,,,,,Fem,Pública,True
125,2023,-1.0,6.989633333,5.8,7.7,9.2,0.0,5.0,8.125,7.835,5.0,16.0,1,-0.6293666670000002,-0.7999999999999998,-1.2999999999999998,0.08499999999999996,Fem,Privada,True
127,2022,0.0,8.283,7.9,8.7,7.5,0.0,7.5,8.379999999999992,8.125,4.0,14.0,0,,,,,Fem,Pública,False
127,2023,0.0,7.91935,6.4,7.8,8.8,0.0,6.26,8.4375,8.6725,5.0,15.0,1,-0.3636499999999998,-0.8999999999999995,-1.5,0.5474999999999994,Fem,Pública,False
128,2022,-1.0,5.563,5.6,6.2,,1.0,7.5,7.195999999999989,6.167,4.0,15.0,3,,,,,Masc,Pública,True
13,2022,-1.0,6.902,4.7,7.4,7.9,0.0,7.5,8.308,8.056,7.0,18.0,6,,,,,Masc,Pública,False
131,2022,-1.0,7.174,5.6,9.0,8.8,0.0,5.6,7.640000000000011,7.75,4.0,15.0,6,,,,,Fem,Pública,True
131,2023,-1.0,5.952358333,2.2,7.8,8.3,0.0,5.0,7.65625,6.8,5.0,16.0,7,-1.221641667,-1.2000000000000002,-3.3999999999999995,-0.9500000000000002,Fem,Pública,True
132,2022,0.0,8.355,7.7,8.8,10.0,0.0,5.6,8.033999999999999,8.458,4.0,14.0,3,,,,,Fem,Privada,False
132,2023,0.0,7.350625,6.5,8.7,7.5,0.0,2.52,7.65625,7.715,5.0,15.0,4,-1.0043750000000005,-0.10000000000000142,-1.2000000000000002,-0.7430000000000003,Fem,Privada,False
133,2022,-1.0,6.875,5.6,7.1,7.9,0.0,7.5,7.699999999999996,7.625,4.0,15.0,6,,,,,Fem,Pública,True
137,2022,-3.0,7.056,7.3,8.9,7.5,0.0,5.0,7.576,7.792,4.0,17.0,6,,,,,Fem,Privada,True
137,2023,-2.0,5.937025,6.0,6.3,7.1,0.0,2.52,6.40625,6.88,5.0,18.0,7,-1.1189749999999998,-2.6000000000000005,-1.2999999999999998,-0.9119999999999999,Fem,Privada,True
138,2022,-1.0,6.738,5.6,8.0,9.6,0.0,5.6,7.230000000000007,6.375,4.0,15.0,6,,,,,Masc,Pública,True
138,2023,-2.0,6.784075,4.3,7.9,10.0,0.0,6.26,7.34375,7.4175,4.0,16.0,7,0.0460749999999992,-0.09999999999999964,-1.2999999999999998,1.0425000000000004,Masc,Pública,True
14,2022,-1.0,6.793,4.0,8.3,7.9,0.0,7.5,7.430000000000003,7.75,7.0,21.0,0,,,,,Masc,Pública,False
141,2022,0.0,7.118,5.7,8.2,9.2,0.0,5.6,6.746000000000008,5.917,4.0,14.0,5,,,,,Masc,Pública,True
143,2022,1.0,8.638,7.9,9.9,8.3,0.0,5.6,7.879999999999994,9.5,4.0,13.0,3,,,,,Masc,Privada,False
143,2023,1.0,7.794358333,6.5,9.6,8.3,0.0,2.52,8.28125,8.3375,5.0,14.0,4,-0.843641667,-0.3000000000000007,-1.4000000000000004,-1.1624999999999996,Masc,Privada,False
