id_aluno,ano_referencia,ano_seguinte,evadiu
535,2022,2023,False
617,2022,2023,False
127,2022,2023,False
685,2022,2023,True
141,2022,2023,False
359,2022,2023,False
7,2022,2023,False
243,2022,2023,True
285,2022,2023,False
566,2022,2023,False
423,2022,2023,False
378,2022,2023,True
841,2022,2023,False
718,2022,2023,False
804,2022,2023,False
600,2022,2023,False
613,2022,2023,False
795,2022,2023,False
635,2022,2023,True
357,2022,2023,False
115,2022,2023,False
413,2022,2023,False
734,2022,2023,False
183,2022,2023,False
289,2022,2023,True
586,2022,2023,False
270,2022,2023,False
50,2022,2023,True
45,2022,2023,False
410,2022,2023,False
545,2022,2023,True
638,2022,2023,False
839,2022,2023,True
602,2022,2023,False
532,2022,2023,True
496,2022,2023,False
778,2022,2023,False
469,2022,2023,False
284,2022,2023,True
349,2022,2023,True
609,2022,2023,False
166,2022,2023,False
120,2022,2023,True
253,2022,2023,True
553,2022,2023,True
429,2022,2023,True
680,2022,2023,False
441,2022,2023,True
299,2022,2023,False
720,2022,2023,True
739,2022,2023,False
805,2022,2023,False
419,2022,2023,False
802,2022,2023,False
416,2022,2023,False
32,2022,2023,False
590,2022,2023,False
143,2022,2023,False
367,2022,2023,False
524,2022,2023,False
97,2022,2023,True
51,2022,2023,True
112,2022,2023,False
696,2022,2023,False
547,2022,2023,False
699,2022,2023,False
233,2022,2023,True
271,2022,2023,False
139,2022,2023,True
25,2022,2023,False
461,2022,2023,False
107,2022,2023,False
829,2022,2023,False
291,2022,2023,False
317,2022,2023,True
561,2022,2023,True
603,2022,2023,False
11,2022,2023,True
673,2022,2023,True
723,2022,2023,True
302,2022,2023,False
576,2022,2023,False
406,2022,2023,True
594,2022,2023,False
488,2022,2023,True
207,2022,2023,True
246,2022,2023,False
18,2022,2023,True
190,2022,2023,False
198,2022,2023,True
313,2022,2023,False
500,2022,2023,False
164,2022,2023,False
65,2022,2023,True
770,2022,2023,False
516,2022,2023,False
258,2022,2023,True
372,2022,2023,True
514,2022,2023,False
713,2022,2023,False
816,2022,2023,False
436,2022,2023,False
189,2022,2023,False
205,2022,2023,False
311,2022,2023,True
368,2022,2023,False
733,2022,2023,False
555,2022,2023,False
636,2022,2023,False
808,2022,2023,False
789,2022,2023,False
710,2022,2023,False
531,2022,2023,False
89,2022,2023,False
209,2022,2023,True
619,2022,2023,False
546,2022,2023,False
486,2022,2023,False
774,2022,2023,False
360,2022,2023,False
755,2022,2023,False
763,2022,2023,False
827,2022,2023,False
697,2022,2023,True
69,2022,2023,True
370,2022,2023,True
292,2022,2023,True
606,2022,2023,False
819,2022,2023,False
773,2022,2023,False
476,2022,2023,False
365,2022,2023,False
744,2022,2023,True
538,2022,2023,False
425,2022,2023,False
766,2022,2023,False
281,2022,2023,True
447,2022,2023,True
505,2022,2023,True
62,2022,2023,False
640,2022,2023,False
106,2022,2023,False
67,2022,2023,True
101,2022,2023,True
396,2022,2023,True
560,2022,2023,False
854,2022,2023,False
294,2022,2023,True
87,2022,2023,False
399,2022,2023,False
255,2022,2023,True
193,2022,2023,False
113,2022,2023,True
418,2022,2023,False
56,2022,2023,False
397,2022,2023,False
195,2022,2023,False
201,2022,2023,True
364,2022,2023,False
634,2022,2023,True
71,2022,2023,False
551,2022,2023,False
238,2022,2023,True
440,2022,2023,False
346,2022,2023,False
450,2022,2023,False
477,2022,2023,True
322,2022,2023,False
213,2022,2023,True
522,2022,2023,False
740,2022,2023,False
421,2022,2023,False
492,2022,2023,True
200,2022,2023,False
768,2022,2023,False
344,2022,2023,True
197,2022,2023,False
206,2022,2023,True
256,2022,2023,True
432,2022,2023,False
390,2022,2023,False
777,2022,2023,False
168,2022,2023,False
642,2022,2023,False
92,2022,2023,False
554,2022,2023,True
125,2022,2023,False
701,2022,2023,False
652,2022,2023,False
751,2022,2023,True
835,2022,2023,False
220,2022,2023,False
686,2022,2023,False
645,2022,2023,False
133,2022,2023,False
644,2022,2023,False
177,2022,2023,True
358,2022,2023,True
828,2022,2023,True
464,2022,2023,False
169,2022,2023,True
589,2022,2023,True
48,2022,2023,False
593,2022,2023,True
30,2022,2023,True
290,2022,2023,True
659,2022,2023,True
803,2022,2023,True
473,2022,2023,True
812,2022,2023,False
565,2022,2023,True
394,2022,2023,True
458,2022,2023,False
24,2022,2023,True
834,2022,2023,False
717,2022,2023,False
404,2022,2023,False
682,2022,2023,True
124,2022,2023,True
511,2022,2023,True
627,2022,2023,True
12,2022,2023,False
393,2022,2023,True
221,2022,2023,False
381,2022,2023,False
398,2022,2023,False
57,2022,2023,False
75,2022,2023,True
401,2022,2023,False
518,2022,2023,False
722,2022,2023,False
639,2022,2023,False
649,2022,2023,False
784,2022,2023,False
202,2022,2023,False
742,2022,2023,False
527,2022,2023,False
58,2022,2023,False
55,2022,2023,False
252,2022,2023,True
20,2022,2023,True
325,2022,2023,False
422,2022,2023,False
542,2022,2023,False
454,2022,2023,False
618,2022,2023,False
564,2022,2023,True
738,2022,2023,False
668,2022,2023,False
208,2022,2023,True
520,2022,2023,True
712,2022,2023,False
241,2022,2023,False
38,2022,2023,False
451,2022,2023,False
91,2022,2023,False
356,2022,2023,False
77,2022,2023,True
597,2022,2023,False
604,2022,2023,False
497,2022,2023,False
173,2022,2023,False
28,2022,2023,True
688,2022,2023,False
95,2022,2023,True
263,2022,2023,True
848,2022,2023,True
693,2022,2023,False
667,2022,2023,False
666,2022,2023,False
192,2022,2023,False
46,2022,2023,False
595,2022,2023,False
676,2022,2023,True
240,2022,2023,False
556,2022,2023,False
283,2022,2023,False
366,2022,2023,True
736,2022,2023,False
428,2022,2023,False
792,2022,2023,False
724,2022,2023,True
392,2022,2023,False
254,2022,2023,False
490,2022,2023,False
563,2022,2023,False
433,2022,2023,False
297,2022,2023,True
181,2022,2023,False
307,2022,2023,False
765,2022,2023,True
810,2022,2023,False
109,2022,2023,False
335,2022,2023,True
621,2022,2023,True
573,2022,2023,False
259,2022,2023,True
815,2022,2023,False
371,2022,2023,True
29,2022,2023,False
539,2022,2023,False
182,2022,2023,True
506,2022,2023,False
459,2022,2023,False
825,2022,2023,True
626,2022,2023,False
754,2022,2023,False
793,2022,2023,True
504,2022,2023,False
465,2022,2023,False
226,2022,2023,True
517,2022,2023,False
140,2022,2023,True
462,2022,2023,False
54,2022,2023,True
658,2022,2023,False
540,2022,2023,False
167,2022,2023,False
706,2022,2023,False
148,2022,2023,True
475,2022,2023,True
315,2022,2023,False
216,2022,2023,True
265,2022,2023,False
303,2022,2023,False
93,2022,2023,False
412,2022,2023,False
227,2022,2023,False
316,2022,2023,False
833,2022,2023,False
99,2022,2023,False
350,2022,2023,False
288,2022,2023,True
343,2022,2023,False
391,2022,2023,False
705,2022,2023,False
379,2022,2023,True
223,2022,2023,False
334,2022,2023,True
277,2022,2023,False
853,2022,2023,False
336,2022,2023,False
326,2022,2023,False
352,2022,2023,False
155,2022,2023,False
580,2022,2023,False
809,2022,2023,True
735,2022,2023,False
118,2022,2023,True
251,2022,2023,False
714,2022,2023,False
178,2022,2023,False
262,2022,2023,False
280,2022,2023,False
175,2022,2023,False
116,2022,2023,False
646,2022,2023,False
145,2022,2023,False
472,2022,2023,False
508,2022,2023,False
249,2022,2023,False
616,2022,2023,False
846,2022,2023,False
328,2022,2023,True
162,2022,2023,True
584,2022,2023,False
212,2022,2023,True
321,2022,2023,False
224,2022,2023,True
598,2022,2023,True
689,2022,2023,True
83,2022,2023,True
204,2022,2023,False
607,2022,2023,False
788,2022,2023,False
721,2022,2023,False
550,2022,2023,True
463,2022,2023,False
820,2022,2023,False
480,2022,2023,False
581,2022,2023,False
19,2022,2023,False
414,2022,2023,False
234,2022,2023,False
665,2022,2023,False
730,2022,2023,False
310,2022,2023,True
165,2022,2023,False
831,2022,2023,False
309,2022,2023,True
797,2022,2023,False
186,2022,2023,False
434,2022,2023,False
471,2022,2023,False
23,2022,2023,False
442,2022,2023,False
592,2022,2023,False
152,2022,2023,False
308,2022,2023,False
135,2022,2023,True
72,2022,2023,True
142,2022,2023,True
129,2022,2023,True
387,2022,2023,False
49,2022,2023,False
591,2022,2023,False
753,2022,2023,False
776,2022,2023,False
455,2022,2023,True
244,2022,2023,False
279,2022,2023,False
47,2022,2023,True
691,2022,2023,True
801,2022,2023,False
851,2022,2023,False
8,2022,2023,True
188,2022,2023,True
43,2022,2023,False
817,2022,2023,False
757,2022,2023,False
10,2022,2023,True
104,2022,2023,False
44,2022,2023,False
17,2023,2024,False
761,2023,2024,False
630,2023,2024,False
211,2023,2024,False
806,2023,2024,False
692,2023,2024,True
1230,2023,2024,False
347,2023,2024,False
1211,2023,2024,True
997,2023,2024,True
1131,2023,2024,False
906,2023,2024,True
1265,2023,2024,False
330,2023,2024,True
657,2023,2024,False
726,2023,2024,True
304,2023,2024,False
1065,2023,2024,False
671,2023,2024,True
1094,2023,2024,False
990,2023,2024,False
1140,2023,2024,False
345,2023,2024,True
215,2023,2024,False
467,2023,2024,False
1106,2023,2024,False
620,2023,2024,False
943,2023,2024,False
1184,2023,2024,False
196,2023,2024,False
407,2023,2024,False
324,2023,2024,True
468,2023,2024,True
1155,2023,2024,False
787,2023,2024,False
34,2023,2024,True
679,2023,2024,True
959,2023,2024,False
21,2023,2024,False
559,2023,2024,False
1260,2023,2024,False
525,2023,2024,True
536,2023,2024,False
1087,2023,2024,False
426,2023,2024,False
568,2023,2024,False
663,2023,2024,False
236,2023,2024,False
951,2023,2024,False
144,2023,2024,True
151,2023,2024,True
796,2023,2024,False
908,2023,2024,False
503,2023,2024,False
633,2023,2024,False
543,2023,2024,False
698,2023,2024,False
1047,2023,2024,True
842,2023,2024,False
771,2023,2024,False
52,2023,2024,False
502,2023,2024,False
98,2023,2024,False
237,2023,2024,False
1238,2023,2024,False
340,2023,2024,False
601,2023,2024,False
1005,2023,2024,True
790,2023,2024,False
745,2023,2024,False
977,2023,2024,False
700,2023,2024,False
889,2023,2024,False
929,2023,2024,False
939,2023,2024,False
1069,2023,2024,False
764,2023,2024,False
1124,2023,2024,True
199,2023,2024,False
756,2023,2024,False
623,2023,2024,False
1220,2023,2024,False
153,2023,2024,False
276,2023,2024,True
42,2023,2024,False
1003,2023,2024,False
400,2023,2024,True
1038,2023,2024,False
146,2023,2024,False
27,2023,2024,False
1091,2023,2024,True
160,2023,2024,False
672,2023,2024,False
772,2023,2024,True
1268,2023,2024,False
653,2023,2024,False
690,2023,2024,False
300,2023,2024,True
662,2023,2024,False
743,2023,2024,False
305,2023,2024,False
674,2023,2024,True
1219,2023,2024,True
1129,2023,2024,False
157,2023,2024,False
403,2023,2024,False
1036,2023,2024,False
1215,2023,2024,True
424,2023,2024,False
557,2023,2024,False
879,2023,2024,False
172,2023,2024,False
727,2023,2024,False
430,2023,2024,True
1267,2023,2024,False
1222,2023,2024,True
615,2023,2024,True
1116,2023,2024,False
1089,2023,2024,False
229,2023,2024,False
1214,2023,2024,False
935,2023,2024,False
1270,2023,2024,False
570,2023,2024,False
930,2023,2024,False
1273,2023,2024,False
191,2023,2024,False
353,2023,2024,True
384,2023,2024,False
1154,2023,2024,False
1229,2023,2024,False
1136,2023,2024,False
549,2023,2024,False
59,2023,2024,False
968,2023,2024,False
306,2023,2024,False
1120,2023,2024,True
103,2023,2024,False
1240,2023,2024,False
376,2023,2024,False
70,2023,2024,True
35,2023,2024,False
760,2023,2024,False
719,2023,2024,False
903,2023,2024,False
631,2023,2024,False
85,2023,2024,False
444,2023,2024,False
677,2023,2024,True
495,2023,2024,True
386,2023,2024,True
1027,2023,2024,False
655,2023,2024,False
79,2023,2024,True
847,2023,2024,False
479,2023,2024,False
526,2023,2024,False
769,2023,2024,False
369,2023,2024,False
1173,2023,2024,False
111,2023,2024,False
301,2023,2024,False
31,2023,2024,False
624,2023,2024,False
1071,2023,2024,False
1135,2023,2024,True
13,2023,2024,False
1,2023,2024,False
64,2023,2024,False
552,2023,2024,True
6,2023,2024,False
628,2023,2024,False
924,2023,2024,False
1127,2023,2024,False
110,2023,2024,False
239,2023,2024,False
748,2023,2024,False
1006,2023,2024,False
1134,2023,2024,False
1144,2023,2024,True
1153,2023,2024,False
530,2023,2024,False
342,2023,2024,False
81,2023,2024,False
1062,2023,2024,False
76,2023,2024,False
798,2023,2024,False
1051,2023,2024,True
1227,2023,2024,False
1037,2023,2024,True
678,2023,2024,True
494,2023,2024,False
61,2023,2024,True
176,2023,2024,False
411,2023,2024,False
814,2023,2024,False
1029,2023,2024,False
836,2023,2024,False
409,2023,2024,False
88,2023,2024,False
1046,2023,2024,True
675,2023,2024,True
588,2023,2024,False
484,2023,2024,False
840,2023,2024,False
1266,2023,2024,False
578,2023,2024,False
664,2023,2024,False
457,2023,2024,False
332,2023,2024,False
860,2023,2024,False
651,2023,2024,False
1182,2023,2024,True
1048,2023,2024,False
888,2023,2024,False
885,2023,2024,False
108,2023,2024,True
1257,2023,2024,False
1181,2023,2024,False
1189,2023,2024,False
1258,2023,2024,False
608,2023,2024,False
1148,2023,2024,True
1166,2023,2024,False
1193,2023,2024,False
519,2023,2024,True
40,2023,2024,False
830,2023,2024,False
137,2023,2024,False
373,2023,2024,True
917,2023,2024,True
348,2023,2024,True
474,2023,2024,False
978,2023,2024,False
383,2023,2024,False
39,2023,2024,False
874,2023,2024,False
96,2023,2024,False
1226,2023,2024,False
159,2023,2024,True
78,2023,2024,False
131,2023,2024,False
534,2023,2024,False
891,2023,2024,False
513,2023,2024,False
267,2023,2024,False
574,2023,2024,True
632,2023,2024,False
1183,2023,2024,True
338,2023,2024,False
610,2023,2024,False
1015,2023,2024,False
298,2023,2024,True
916,2023,2024,False
273,2023,2024,False
528,2023,2024,False
807,2023,2024,False
979,2023,2024,False
402,2023,2024,False
799,2023,2024,False
90,2023,2024,False
861,2023,2024,False
478,2023,2024,True
994,2023,2024,False
938,2023,2024,False
269,2023,2024,False
1035,2023,2024,False
499,2023,2024,False
988,2023,2024,False
375,2023,2024,False
767,2023,2024,False
1209,2023,2024,True
158,2023,2024,False
1085,2023,2024,True
1115,2023,2024,False
865,2023,2024,True
1262,2023,2024,False
1076,2023,2024,False
715,2023,2024,False
1096,2023,2024,False
1137,2023,2024,False
832,2023,2024,False
389,2023,2024,False
656,2023,2024,False
1254,2023,2024,False
681,2023,2024,False
870,2023,2024,True
905,2023,2024,False
319,2023,2024,False
876,2023,2024,False
1090,2023,2024,False
1083,2023,2024,True
1196,2023,2024,True
1163,2023,2024,False
1187,2023,2024,True
1152,2023,2024,True
1271,2023,2024,False
247,2023,2024,False
750,2023,2024,False
782,2023,2024,False
716,2023,2024,False
684,2023,2024,False
907,2023,2024,False
1026,2023,2024,True
1146,2023,2024,False
84,2023,2024,True
114,2023,2024,True
26,2023,2024,False
661,2023,2024,True
785,2023,2024,False
960,2023,2024,False
438,2023,2024,False
245,2023,2024,False
984,2023,2024,False
147,2023,2024,False
1246,2023,2024,False
491,2023,2024,False
174,2023,2024,True
533,2023,2024,True
614,2023,2024,False
873,2023,2024,False
1041,2023,2024,True
969,2023,2024,False
864,2023,2024,True
443,2023,2024,True
970,2023,2024,True
374,2023,2024,True
1218,2023,2024,True
707,2023,2024,False
388,2023,2024,False
1250,2023,2024,False
415,2023,2024,True
1213,2023,2024,True
180,2023,2024,False
571,2023,2024,False
647,2023,2024,True
859,2023,2024,False
1113,2023,2024,True
2,2023,2024,False
218,2023,2024,True
377,2023,2024,False
1224,2023,2024,False
709,2023,2024,False
887,2023,2024,True
1022,2023,2024,False
993,2023,2024,True
548,2023,2024,False
1059,2023,2024,False
1032,2023,2024,False
921,2023,2024,False
149,2023,2024,False
501,2023,2024,False
747,2023,2024,False
1133,2023,2024,False
949,2023,2024,False
878,2023,2024,False
382,2023,2024,False
1108,2023,2024,False
170,2023,2024,False
1008,2023,2024,False
1164,2023,2024,True
1168,2023,2024,False
1256,2023,2024,False
420,2023,2024,False
791,2023,2024,True
1138,2023,2024,True
971,2023,2024,False
599,2023,2024,False
928,2023,2024,False
1067,2023,2024,False
1145,2023,2024,True
1021,2023,2024,False
1216,2023,2024,False
380,2023,2024,True
138,2023,2024,False
171,2023,2024,False
295,2023,2024,True
858,2023,2024,False
529,2023,2024,False
980,2023,2024,False
1098,2023,2024,False
1050,2023,2024,True
1017,2023,2024,False
898,2023,2024,False
752,2023,2024,False
161,2023,2024,False
187,2023,2024,False
278,2023,2024,False
927,2023,2024,False
217,2023,2024,False
1074,2023,2024,True
1245,2023,2024,False
53,2023,2024,True
729,2023,2024,False
941,2023,2024,False
783,2023,2024,True
119,2023,2024,False
974,2023,2024,False
703,2023,2024,True
250,2023,2024,False
1045,2023,2024,True
1232,2023,2024,False
669,2023,2024,False
856,2023,2024,True
762,2023,2024,False
1055,2023,2024,False
708,2023,2024,True
1161,2023,2024,True
950,2023,2024,False
1172,2023,2024,False
731,2023,2024,False
5,2023,2024,True
587,2023,2024,False
822,2023,2024,False
1014,2023,2024,False
934,2023,2024,False
855,2023,2024,False
1078,2023,2024,True
577,2023,2024,False
687,2023,2024,False
483,2023,2024,False
863,2023,2024,False
36,2023,2024,False
449,2023,2024,True
63,2023,2024,True
897,2023,2024,False
749,2023,2024,False
725,2023,2024,False
260,2023,2024,False
1086,2023,2024,True
562,2023,2024,False
509,2023,2024,False
1249,2023,2024,False
339,2023,2024,False
466,2023,2024,False
1099,2023,2024,False
1274,2023,2024,False
986,2023,2024,False
362,2023,2024,True
702,2023,2024,False
558,2023,2024,False
1122,2023,2024,False
1130,2023,2024,False
184,2023,2024,False
850,2023,2024,False
121,2023,2024,False
780,2023,2024,False
123,2023,2024,False
287,2023,2024,True
320,2023,2024,False
629,2023,2024,False
179,2023,2024,False
408,2023,2024,False
14,2023,2024,False
583,2023,2024,False
605,2023,2024,False
274,2023,2024,False
470,2023,2024,False
991,2023,2024,False
746,2023,2024,False
395,2023,2024,False
286,2023,2024,False
94,2023,2024,False
946,2023,2024,False
1028,2023,2024,False
318,2023,2024,False
637,2023,2024,False
493,2023,2024,False
909,2023,2024,False
1013,2023,2024,False
813,2023,2024,True
1064,2023,2024,False
1068,2023,2024,False
86,2023,2024,False
741,2023,2024,False
1263,2023,2024,False
1205,2023,2024,True
794,2023,2024,False
1103,2023,2024,False
1210,2023,2024,False
132,2023,2024,False
1171,2023,2024,False
857,2023,2024,True
781,2023,2024,False
837,2023,2024,False
670,2023,2024,False
890,2023,2024,True
363,2023,2024,False
931,2023,2024,False
487,2023,2024,False
445,2023,2024,False
869,2023,2024,True
1201,2023,2024,False
521,2023,2024,False
80,2023,2024,False
331,2023,2024,False
895,2023,2024,False
128,2023,2024,True
737,2023,2024,False
954,2023,2024,False
966,2023,2024,False
1075,2023,2024,False
417,2023,2024,False
643,2023,2024,False
818,2023,2024,True
987,2023,2024,False
826,2023,2024,False
437,2023,2024,True
1016,2023,2024,True
242,2023,2024,False
1093,2023,2024,False
456,2023,2024,False
612,2023,2024,False
704,2023,2024,False
1175,2023,2024,True
535,2023,2024,False
617,2023,2024,True
1231,2023,2024,False
127,2023,2024,False
141,2023,2024,True
359,2023,2024,False
