ida,ieg,ips,ipp,inde,em_risco
6.4,9.5,2.52,8.125,7.2787,True
3.5,5.822406257,7.51,7.34375,6.5744562514,False
5.2,9.6,2.52,8.333333333,7.113533333,True
3.8333333333333335,8.133333333333333,10.0,7.8125,7.332483333333334,False
3.0,4.2,5.0,6.852,5.323,True
6.7,9.7,5.6,7.900000000000009,8.15,False
7.5,8.6,5.0,8.75,8.0879,False
8.5,9.696969697,6.255,7.5,8.6324939394,False
7.1,9.2,5.0,8.541666667,8.261033333,False
4.666666666666667,7.1000000000000005,7.51,6.71875,6.649708333333334,False
5.3,7.2,5.0,8.333333333,6.446666667,False
7.5,9.5,5.0,7.708333333,8.123033333,False
9.333333333333334,9.390476190333333,8.13,5.9375,8.440611904733334,False
5.0,8.7,5.0,8.333333333,7.574866667,False
7.25,7.763975155000001,7.51,7.5,7.861995031000001,False
6.4,10.0,2.52,8.541666667,7.265533333,True
6.0,9.0,2.52,8.125,6.299166667,True
5.1,9.3,5.0,8.333333333,7.1642,True
0.0,5.4312354313333335,7.51,7.65625,5.936272086266667,False
7.5,9.4,5.0,8.958333333,7.9327,True
2.5,6.2,2.51,7.5,5.9731,False
4.7,9.3,5.0,8.541666667,6.310833333,True
3.6666666666666665,3.7546583853333337,8.13,7.1875,6.017215010400001,False
3.4,6.4,5.0,7.5,6.277533333,True
8.0,9.4,8.1,8.726000000000003,8.646,False
6.0,8.7,5.0,7.65625,7.566458333,False
8.333333333333334,9.488636363666666,6.26,8.125,8.667693939400001,False
6.8,9.2,5.0,8.541666667,7.248566667,True
5.4,8.9,2.52,8.125,6.559166667,False
5.0,4.600414078666667,7.5,6.5625,6.116032815733334,False
6.3,7.9,2.52,8.333333333,7.088866667,True
4.0,9.02791197,8.135,5.375,6.856082394,False
5.0,6.0,7.52,7.5,5.636666667,True
4.9,9.8,2.52,8.125,7.5667,False
5.0,9.533333333333331,2.51,8.375,7.437466666666667,False
4.0,8.3,7.52,7.5,6.474,False
6.25,4.2676767675,7.51,7.5,6.570068686900001,False
4.9,9.2,5.0,7.083333333,6.956533333,True
2.333333333333333,3.3555555556666667,6.26,5.125,3.7894777778,True
7.3,9.6,7.52,7.708333333,8.382366667,False
5.666666666666667,8.314814814666667,7.51,8.125,7.601562962866668,False
6.0,8.8,7.52,7.708333333,7.163833333,True
3.8333333333333335,7.846439628666666,9.38,6.75,7.0305545924,False
5.9,9.7,3.77,7.708333333,7.192,True
5.666666666666667,8.716666666666667,7.51,7.625,7.388266666666667,True
8.5,7.8,6.3,8.893999999999993,7.836,True
7.4,8.1,5.0,7.96875,7.141308333,True
8.0,7.978174603333333,7.51,7.96875,8.052609920666667,False
8.3,9.6,7.52,8.958333333,9.103366667,False
8.0,9.9,6.26,8.75,8.049,False
6.666666666666667,10.0,7.51,7.083333333,8.407166666633334,False
6.9,9.3,6.89,7.291666667,7.3715,False
5.333333333333333,9.861111111,7.51,7.083333333,7.817322222166666,False
5.3,8.9,7.52,7.083333333,6.9565,True
3.0,8.0,7.52,7.083333333,6.667866667,True
4.0,7.9,7.52,6.666666667,6.655366667,False
6.9,9.9,5.02,8.125,8.3167,False
5.833333333333333,10.0,7.51,8.125,8.180966666666668,False
3.5,7.3,5.02,7.916666667,6.404533333,True
7.8,9.2,6.27,7.916666667,7.309333333,False
6.833333333333333,7.137254902,8.13,6.875,7.360417647066668,False
3.7,0.0,5.0,5.335999999999999,3.032,True
6.666666666666667,7.063851181666667,7.51,7.5,7.043536903066667,True
7.3,8.4,7.52,7.708333333,8.0037,False
4.333333333333333,6.278431372666667,8.13,6.875,6.563952941199999,False
9.1,9.9,5.02,8.75,8.316133333,True
8.333333333333334,9.277777777666666,6.255,7.291666667,8.2889555555,False
5.8,6.3,6.27,7.916666667,6.829533333,True
6.5,10.0,6.27,8.541666667,8.600033333,False
4.5,9.841269841333334,8.75,8.125,8.238553968266668,False
6.8,9.7,3.76,7.916666667,7.769866667,False
6.0,8.914285714,7.51,7.708333333,7.7564571427,False
7.2,9.4,7.52,8.125,7.453833333,False
6.6,8.1,2.52,8.333333333,6.7351,True
1.6666666666666667,4.547899159666667,8.135,7.5,5.458179831866667,True
6.5,9.8,6.27,9.375,8.743366667,False
3.5,7.588638262333333,8.13,8.28125,7.183752652466668,False
9.3,9.2,6.27,9.166666667,8.3472,True
5.3,9.1,5.64,8.125,7.6647,False
4.666666666666667,6.152715121333333,7.51,7.5,6.906276357600001,False
5.3,6.3,7.5,5.339999999999998,5.894,True
5.6,6.0,3.14,7.5,5.335,True
7.3,8.7,7.52,7.708333333,7.703533333,False
7.0,6.112440191499999,7.51,8.125,7.3473880383,False
5.9,8.8,7.52,7.708333333,7.2757,True
4.166666666666667,6.191537667666666,7.51,6.5625,6.793890866866667,False
10.0,10.0,7.52,8.541666667,9.175033333,False
8.5,9.133333333333333,7.51,8.125,8.390566666666668,False
5.3,7.0,6.26,7.5,6.445933333,True
3.1666666666666665,5.201336675,9.38,7.03125,5.881225668333334,True
8.0,9.4,5.02,8.28125,7.410625,False
7.8,9.5,4.39,8.59375,7.484375,False
3.7,8.8,6.26,7.1875,6.689583333,True
2.0,5.017209691,6.88,6.25,5.3933086048000005,True
6.7,8.3,6.26,7.1875,7.072983333,True
3.1666666666666665,6.125925926,8.755,6.25,5.833118518533334,True
5.7,8.6,3.77,7.5,7.227866667,False
7.2,9.8,2.52,7.96875,7.410108333,True
6.0,10.0,10.0,8.625,8.1371,True
3.8,6.8,6.3,6.894,5.886,True
4.2,7.1,5.0,7.34375,6.319141667,True
4.166666666666667,4.164756812,6.26,6.75,5.404184695733334,True
6.7,9.8,2.52,7.96875,7.076008333,True
6.833333333333333,6.481481481666667,7.51,7.65625,7.1023212964,True
8.3,9.5,2.52,7.65625,7.829958333,False
9.0,9.722222222333334,5.635,8.125,8.749111111066668,False
6.8,9.4,5.0,7.8125,6.544916667,True
7.2,10.0,7.52,7.65625,7.968658333,True
8.5,9.702380952333334,5.635,8.75,8.268876190466667,True
5.1,9.3,5.63,7.65625,7.701125,False
8.0,9.2,7.51,7.34375,7.566075,True
8.0,9.2,5.63,7.5,7.821633333,True
4.666666666666667,8.888888889,5.005,8.0,7.119011111133333,True
5.3,9.2,2.52,7.96875,7.340775,False
2.0,7.821067821,7.51,7.125,6.6777135642,False
5.7,8.8,6.26,7.5,7.086633333,True
7.0,9.082539682666663,7.51,7.96875,7.916082936533334,True
4.3,8.6,2.52,7.5,6.306666667,True
3.1,6.6,2.52,7.1875,5.913883333,False
5.9,8.1,6.3,7.855999999999996,6.854,True
4.7,7.6,5.0,7.96875,6.433075,True
4.5,7.535353535666666,5.635,6.875,6.337470707133334,True
2.7,8.7,2.52,6.875,6.636166667,False
3.1666666666666665,8.201288245,7.51,6.25,6.274190982333334,True
6.3,8.1,2.52,8.28125,7.317791667,False
6.0,8.5,3.77,7.8125,7.44215,False
5.666666666666667,9.135672514666666,6.26,6.875,7.473167836266667,False
7.2,9.3,7.52,7.65625,7.749391667,True
7.833333333333333,9.824561403666666,7.51,8.125,8.6794789474,False
4.8,7.5,2.52,7.65625,6.910091667,False
7.3,9.1,5.0,7.1875,7.880716667,False
8.0,6.829721362333333,8.135,6.875,7.908044272466667,False
4.8,9.6,7.52,7.65625,7.307858333,True
6.333333333333333,8.498245614,6.26,8.020833333,7.452799122766667,True
3.8,7.6,2.52,7.65625,6.021891667,True
3.5,8.8,2.52,7.65625,5.886625,False
5.666666666666667,7.682352941333334,7.51,7.1875,6.864053921600001,True
6.3,9.5,5.0,7.03125,7.213625,True
6.833333333333333,8.444444444333334,5.635,7.8125,6.885305555533334,True
6.1,6.3,6.9,7.415999999999991,6.685,True
5.9,7.7,7.52,7.1875,6.874683333,True
3.5,5.565079365,8.13,7.03125,6.095440873,True
8.7,8.4,5.0,8.75,7.856033333,True
7.5,7.230158729999999,7.51,8.645833333,7.6236817459,True
6.7,7.8,2.52,8.59375,7.030108333,True
3.333333333333333,6.0634920633333325,6.26,7.25,5.719565079333334,True
6.0,9.7,2.52,7.8125,7.67285,False
5.833333333333333,9.665831245,7.51,8.125,8.220132915666667,False
6.8,8.7,2.52,8.90625,7.333591667,True
5.0,8.349567099333333,6.26,7.5,7.374213419866667,False
6.3,5.3,2.52,7.65625,5.939858333,True
8.2,9.3,7.52,9.6875,8.881483333,False
9.166666666666666,9.682539682666668,6.26,8.59375,8.914816269866666,False
7.2,9.9,2.52,8.90625,8.345491667,False
7.333333333333333,9.824561403666666,6.26,7.65625,8.3233039474,False
5.7,9.3,2.52,7.96875,7.066475,True
8.333333333333334,9.682539682666668,6.26,7.5,8.0934746032,True
5.0,8.1,4.38,6.875,6.631333333,True
3.9,5.3,6.3,7.354000000000003,5.597,False
5.4,9.5,5.0,7.1875,7.067983333,True
4.8,8.3,2.52,7.5,6.971266667,False
3.8333333333333335,5.036075036,6.26,7.125,6.2015816738666665,False
4.2,6.3,2.52,6.71875,5.709808333,True
5.3,8.7,2.52,6.09375,6.269541667,True
7.3,8.3,5.0,8.125,7.381566667,True
7.666666666666667,8.658008657666668,7.51,7.291666667,7.411701731566668,True
7.5,9.1,5.0,7.8125,8.02675,False
5.5,9.8,6.89,6.875,7.281433333,True
5.3,6.9,2.52,7.34375,6.644475,False
7.0,10.0,7.51,8.125,7.801633333400001,True
7.666666666666667,8.672360248333332,7.51,7.5,7.6486387164,True
5.4,8.2,5.6,8.160000000000007,7.501,False
7.366666666666667,9.983333333,6.57,7.5,8.085299999933333,False
4.2,9.2,5.0,7.34375,6.330041667,False
3.7,7.2,5.0,5.0,6.175333333,False
5.8,8.7,2.52,7.96875,6.780741667,True
4.1,7.8,5.0,7.1875,6.018083333,False
4.0,7.763157895,5.635,7.8125,6.6304815790000005,True
6.1,9.0,5.0,7.5,7.671933333,False
5.4,8.3,2.52,8.28125,5.677291667,True
6.166666666666667,9.855072463666666,5.63,7.5,7.508514492666666,True
7.5,8.2,5.0,7.8125,7.03025,False
7.3,8.4,5.0,7.03125,6.946058333,True
6.7,9.4,6.26,7.5,7.515233333,True
3.5,9.458874459,7.51,7.375,6.9217748918,True
6.2,9.1,5.0,6.875,7.024933333,True
9.0,8.571428571333334,5.005,6.5625,7.614235714266666,True
1.5,4.0,6.9,7.641999999999998,4.832,False
6.2,5.9,7.5,7.915999999999999,6.825,True
4.0,6.4,5.0,7.5,5.711166667,False
1.5,7.099419478000001,6.26,7.5,5.6415838956,True
7.8,9.6,3.77,8.59375,8.378008333,False
9.0,9.523809523666666,7.51,8.333333333,8.376195238033333,True
3.3,7.6,7.52,7.34375,6.202008333,True
7.2,10.0,2.52,7.96875,7.487841667,True
9.0,9.649122807,7.51,8.375,8.9495245614,False
6.1,8.7,5.0,7.8125,6.940416667,True
5.0,9.2,6.26,7.5,6.806466667,True
5.6,8.3,2.52,7.8125,6.724183333,True
5.5,9.0,5.0,7.8125,7.58235,False
5.333333333333333,6.581140350999999,7.51,7.34375,6.509169736866667,True
6.2,8.8,2.52,6.875,7.0651,False
7.4,9.4,5.0,7.8125,7.43375,True
7.2,8.4,6.3,7.599999999999998,7.245,True
6.0,8.8,5.0,7.34375,6.811875,True
8.833333333333334,8.152958153,6.26,7.25,7.476158297266668,True
4.7,9.4,5.0,7.8125,7.171083333,True
5.5,10.0,7.51,7.875,8.2302,False
6.2,9.1,5.0,7.8125,7.09205,True
4.2,8.9,5.0,7.65625,6.755358333,True
6.0,8.4,2.52,7.8125,5.95625,True
7.4,9.8,6.89,7.5,8.378666667,False
8.0,9.081527348,8.13,8.28125,8.5902971362,False
4.1,5.6,5.0,7.5,6.339466667,False
7.9,9.0,5.63,7.5,7.7105,True
5.9,7.9,5.63,7.65625,6.064625,True
5.3,9.2,5.0,7.5,6.8265,True
6.3,6.5,5.63,7.34375,7.215141667,False
1.8,3.4,7.5,4.893999999999998,5.061,False
6.8,9.0,5.0,7.8125,6.46725,True
7.666666666666667,8.555555555666666,6.885,7.5,7.143244444466667,True
8.7,9.1,6.26,8.0,8.027466667,True
6.8,10.0,5.63,6.875,7.026466667,True
9.0,9.3,5.0,6.875,8.187766667,False
8.0,9.4,5.0,7.125,7.5524,True
6.066666666666666,9.0,6.885,7.5,7.785233333333334,False
0.0,0.0,7.195,7.5,4.8446,False
0.0,0.0,7.51,7.5,4.8761,False
0.0,0.0,6.57,7.5,4.8238,False
6.5,8.6,5.6,7.555999999999994,7.084,True
5.7,9.4,5.0,6.875,6.068333333,True
7.166666666666667,8.412698412666666,5.635,6.71875,6.887248015866668,True
0.0,0.0,7.195,7.5,4.7612000000000005,False
6.7,7.8,5.0,7.646000000000006,7.388,False
7.1,8.5,7.5,8.19,7.619,True
5.8,7.7,5.0,8.125,6.989633333,True
6.166666666666667,5.6428571430000005,7.51,7.34375,6.627079761933334,True
4.4,5.8,7.5,8.056000000000001,6.289,True
7.9,8.7,7.5,8.379999999999992,8.283,False
6.4,7.8,6.26,8.4375,7.91935,False
7.833333333333333,9.488636363666666,7.51,7.625,8.5605939394,False
8.0,8.6666666665,6.26,5.625,7.611366666700001,False
8.0,9.3333333335,3.76,7.5,8.002866666700001,False
8.0,9.0833333335,3.76,7.5,7.952200000100001,False
7.5,4.1666666665,3.76,5.0,5.444199999900001,True
8.25,10.0,6.26,7.5,8.0822,True
5.6,6.2,7.5,7.195999999999989,5.563,True
5.7,7.3,5.0,7.34375,6.503908333,True
8.5,9.5454545455,6.26,7.5,8.152624242500002,True
9.25,9.5454545455,6.26,7.5,7.982890909100001,True
9.25,8.1136363635,6.26,7.5,7.8769272727000015,True
9.0,9.230769231,7.51,7.5,8.3033538462,True
10.0,9.347826087,2.51,7.8125,8.3800152174,False
8.0,8.830227742999998,2.51,7.5,8.156578882000002,False
7.0,5.051759834,2.51,5.3125,5.914801966800001,False
7.75,9.3064182195,2.51,8.125,7.619650310500001,True
10.0,7.9813664595,2.51,7.1875,7.9208899585,False
7.75,9.4444444445,7.51,5.9375,7.2171722223,True
6.7,6.4,7.5,8.276000000000003,6.926,True
8.75,10.0,7.51,7.5,8.407200000000001,True
8.25,9.5,7.51,7.5,8.079200000000002,True
8.25,4.7727272725,7.51,7.1875,6.9031621211,True
8.5,9.4949494945,7.51,6.875,8.005023232300001,True
7.75,10.0,7.51,6.875,7.9493666666,True
7.5,9.5227272725,2.51,7.5,8.0617454545,False
6.5,8.4444444445,2.51,7.5,7.0574222223000005,True
9.25,9.761904762,2.51,7.5,7.620247619000001,True
6.75,6.643356643500001,7.51,7.1875,7.577287995300001,False
6.5,7.638888889,7.51,7.1875,7.069727777800001,True
4.7,7.4,7.5,8.308,6.902,True
4.1,4.7,5.0,7.34,5.624,True
9.0,8.75,2.51,7.5,7.623866666600001,True
7.0,2.9166666665000003,2.51,7.5,5.6345333333,True
4.0,5.416666667,2.51,6.25,5.758866666800001,False
10.0,10.0,2.51,7.5,8.8352,False
6.0,7.9575163395,8.135,7.8125,7.085119934500001,True
4.75,8.710526316,2.51,7.8125,6.685221929800001,True
9.75,10.0,8.135,7.5,8.503033333400001,True
5.5,5.833333333500001,6.255,6.25,6.5940333333000005,False
6.0,7.445652174,7.51,7.5,6.876997101400001,True
7.5,9.1666666665,7.51,7.5,8.379199999899999,False
5.6,9.0,5.6,7.640000000000011,7.174,True
2.2,7.8,5.0,7.65625,5.952358333,True
5.0,9.444444444666669,7.51,7.708333333,7.263155555633333,True
10.0,9.375,2.51,7.8125,8.3907833334,False
0.0,9.166666667,2.51,7.5,6.4118666668,False
6.5,8.333333333,7.51,6.25,7.510200000000001,True
6.25,8.125,7.51,7.5,8.0155333334,False
9.0,8.541666667,7.51,7.5,8.239799999999999,False
9.0,8.3333333335,7.51,7.5,8.3510666667,False
7.75,8.20855615,7.51,7.5,7.59291123,True
10.0,7.0721925135,7.51,7.5,7.665638502700001,True
5.0,7.6871657755,7.51,7.1875,6.823383155100001,True
8.5,5.7516339865,7.51,7.5,7.201526797300001,True
7.7,8.8,5.6,8.033999999999999,8.355,False
6.5,8.7,2.52,7.65625,7.350625,False
8.333333333333334,8.380952380666665,7.51,8.59375,8.4746321428,False
8.25,9.1666666665,7.51,7.5,7.8845333333,True
8.75,8.875,6.885,6.5625,7.95295,False
7.5,9.0,7.51,8.4375,8.47795,False
7.0,9.0833333335,7.51,6.875,7.487366666700001,True
8.5,10.0,7.51,7.8125,8.332450000000001,True
10.0,9.5227272725,7.51,8.4375,8.9824954545,False
4.5,9.2916666665,7.51,7.8125,7.6397833333,False
7.5,9.3333333335,7.51,7.8125,8.264116666700001,False
10.0,8.2083333335,7.51,7.5,8.0588666667,True
6.5,10.0,7.51,6.5625,7.98945,False
5.6,7.1,7.5,7.699999999999996,6.875,True
5.3,7.9,2.52,7.1875,6.168416667,True
9.5,9.3333333335,7.51,8.4375,8.944616666700002,False
7.25,7.291666666499999,7.51,8.4375,7.8522833333,False
8.25,9.411764706,7.51,9.375,8.1040529412,True
9.25,10.0,6.255,9.375,8.213199999999999,True
9.0,10.0,5.625,9.375,8.350200000000001,True
8.75,9.75,7.51,9.375,8.3217,True
9.5,6.2008281575,2.51,7.5,7.141365631500001,True
6.0,4.722222222,7.51,6.875,6.015144444400001,True
3.0,8.6607142855,7.51,6.875,6.1368428571,True
8.75,10.0,6.885,5.0,7.3547,True
4.7,6.8,7.5,7.0200000000000085,6.607,True
10.0,8.392857143,7.51,5.625,8.3422714286,False
10.0,9.246031746,7.51,5.625,7.862906349200001,True
9.0,9.761904762,7.51,7.5,7.8185809524,True
9.75,10.0,7.51,6.25,8.8262,False
10.0,10.0,7.51,8.75,9.3612,False
6.25,9.4590643275,7.51,6.25,7.2340128655,True
